talemaade_udtryk,predicted_label,true_label,error_category,predicted_definition,true_definition,Discrepancy,yes_count,yes_options,A_response,B_response,C_response,D_response
brændt barn skyr ilden,1,2,concrete misinterpretation,"har et barn først brændt sig, omgås det ild med større forsigtighed","hvis man én gang er kommet galt af sted med noget, undgår man at indlade sig på det igen",DISCREPANCY,2,"B,C",0,1,1,0
klædt af til skindet,2,0,concrete misinterpretation,afklædt; nøgen,uden flere penge eller andre værdier tilbage,DISCREPANCY,1,C,0,0,1,0
"når krybben er tom, bides hestene",0,2,concrete misinterpretation,når der ikke er mere at spise kommer hestene op at slås,"når der er knaphed eller mangel på noget, opstår der konflikter mellem mennesker",DISCREPANCY,2,"A,C",1,0,1,0
sagen er bøf,0,2,random definition,nogen bliver eller vil blive skældt voldsomt ud pga. en begået forseelse,sagen er i orden,DISCREPANCY,0,,0,0,0,0
den sorte klap går ned,1,2,abstract misinterpretation,bruges for at udtrykke at en person pludselig mister besindelsen; voldsomt raseri,bruges for at udtrykke at en person pludselig ikke kan huske noget bestemt,DISCREPANCY,2,"B,C",0,1,1,0
kunne høre græsset gro,0,1,random definition,forholde sig tøvende til en bestemt sag med en blandet følelse af interesse og ubehag,have en meget god hørelse,DISCREPANCY,0,,0,0,0,0
ryste som et espeløv,0,1,concrete misinterpretation,ryste lige så meget som et blad på et espetræ,"ryste meget, fx af skræk, ophidselse, nervøsitet eller kulde",DISCREPANCY,2,"A,B",1,1,0,0
gå uden om noget som katten om den varme grød,0,1,concrete misinterpretation,gå uden om noget på samme måde som en kat der går udenom en skål med varm grød,forholde sig tøvende til en bestemt sag med en blandet følelse af interesse og ubehag,DISCREPANCY,2,"A,B",1,1,0,0
stikke næsen indenfor,2,3,concrete misinterpretation,"placere sin næse (og resten af kroppen) indenfor (udenfor, forbi, ..)",vove sig et sted hen i kort tid; komme på et kort besøg,DISCREPANCY,2,"C,D",0,0,1,1
skræve mere end bukserne kan holde,0,2,abstract misinterpretation,opføre sig vovet eller dumdristigt,prøve på at gøre noget som det viser sig man ikke kan gennemføre,DISCREPANCY,2,"A,C",1,0,1,0
vide hvad vej vinden blæser,1,3,abstract misinterpretation,"kende til den nyeste udvikling inden for et felt, emne ellerlign.","vide i hvilken retning en sag udvikler sig, og indrette sig derefter",DISCREPANCY,2,"B,D",0,1,0,1
ukrudt forgår ikke så let,0,1,concrete misinterpretation,det er svært at fjerne ukrudt,nogen eller noget er sejlivet og trodser forventninger eller håb om udslettelse,DISCREPANCY,2,"A,B",1,1,0,0
sidde med livet i hænderne,2,3,abstract misinterpretation,være i livsfare; befinde sig i en livstruende situation,"være meget nervøs, spændt eller bange",DISCREPANCY,2,"C,D",0,0,1,1
love guld og grønne skove,1,2,concrete misinterpretation,love nogen betaling i form af guld og ejerskab over skov,"love rigdom, materielle eller andre goder, dog uden at der nødvendigvis er dækning for løfterne",DISCREPANCY,2,"B,C",0,1,1,0
finde sine egne ben,0,3,random definition,gøre noget mere besværligt end man behøver; udføre unødvendigt arbejde,finde ud af hvad man mener om en bestemt sag,DISCREPANCY,0,,0,0,0,0
save den gren over man selv sidder på,3,0,concrete misinterpretation,sidde på en gren man er i færd med at save over,handle til skade for sig selv; ødelægge sine muligheder for fortsat beskæftigelse,DISCREPANCY,1,D,0,0,0,1
slikke frimærker,0,1,concrete misinterpretation,slikke på bagsiden af frimærker,"udføre underordnet, ensformigt kontorarbejde",DISCREPANCY,2,"A,B",1,1,0,0
vende vrangen ud,0,1,concrete misinterpretation,vende et stykke tøj om sådan at sømmene vendes udad,"vise en ukendt, ofte ubehagelig eller problematisk, men sand side af noget eller nogen, evt. sig selv",DISCREPANCY,3,"A,B,C",1,1,1,0
tyv tror hvermand stjæler,0,2,concrete misinterpretation,en tyv har en forestilling om at alle mennesker stjæler,bruges om en person som tillægger andre personer sine egne fejl og svagheder,DISCREPANCY,2,"A,C",1,0,1,0
som skidt fra en spædekalv,0,3,concrete misinterpretation,som afføring fra en nyfødt kalv,hurtigt og i en stor mængde,DISCREPANCY,2,"A,D",1,0,0,1
ikke kunne se en hånd for sig,1,2,concrete misinterpretation,ikke være i stand til at se en hånd lige foran kroppen,"ikke kunne se noget pga. mørke, tåge, snevejr eller lignende",DISCREPANCY,2,"B,C",0,1,1,0
lægge alle sine æg i samme kurv,1,3,concrete misinterpretation,placere samtlige æg i én kurv,kun satse på én mulighed og dermed løbe en risiko,DISCREPANCY,2,"B,D",0,1,0,1
sur røv,0,1,concrete misinterpretation,snavset bagdel,bruges om en meget uheldig eller ærgerlig situation,DISCREPANCY,0,,0,0,0,0
stege i sit eget fedt,1,3,random definition,en begivenhed eller et fænomen bliver mindre spændende; nogen mister handlekraften eller interessen,tage de ubehagelige følger af sine handlinger eller udtalelser,DISCREPANCY,2,"B,D",0,1,0,1
ride sin kæphest,1,3,abstract misinterpretation,dyrke en hobby; beskæftige sig med noget som man finder særligt interessant,(igen) give udtryk for sin velkendte mening eller tale om et bestemt emne,DISCREPANCY,2,"B,D",0,1,0,1
gnide sig op ad nogen,1,3,concrete misinterpretation,gnide sin krop op ad en andens krop,være påtrængende og indsmigrende,DISCREPANCY,2,"B,D",0,1,0,1
så god som dagen er lang,1,3,concrete misinterpretation,lige så god som længden på en dag,ualmindelig sød og rar,DISCREPANCY,3,"B,C,D",0,1,1,1
én svale gør ingen sommer,1,3,concrete misinterpretation,"at nogen ser en svale, betyder ikke at det er sommer",ét eksempel på noget positivt medfører ikke nødvendigvis en generel bedring,DISCREPANCY,2,"B,D",0,1,0,1
have både til gården og til gaden,2,1,abstract misinterpretation,have nok til alle; have rigelige mængder,have en stor bagdel og en stor barm,DISCREPANCY,1,C,0,0,1,0
for mange kokke fordærver maden,0,2,concrete misinterpretation,maden bliver dårlig hvis der er mange om at lave den,"hvis (for) mange personer deltager i noget, risikerer det at medføre et dårligt resultat",DISCREPANCY,2,"A,C",1,0,1,0
have nogen nede i sækken,1,3,abstract misinterpretation,få ret i en meningsudveksling eller diskussion,være i klar vinderposition i en sportskamp idet man fuldstændig kontrollerer sin modstander,DISCREPANCY,2,"B,D",0,1,0,1
hælde ned ad brættet,0,3,abstract misinterpretation,starte forfra,afvise fuldstændig,DISCREPANCY,0,,0,0,0,0
klappe i sine små hænder,0,3,concrete misinterpretation,klappe i ens hænder som er små,udtrykke (ukritisk) begejstring,DISCREPANCY,2,"A,D",1,0,0,1
ingen kæde er stærkere end det svageste led,1,3,concrete misinterpretation,hvis et led i en kæde er svagt er hele kæden svag,selv det bedste er utilstrækkeligt hvis blot en enkelt detalje er mangelfuld,DISCREPANCY,2,"B,D",0,1,0,1
det muntre køkken,1,3,concrete misinterpretation,et køkken hvor der hersker en glad stemning,"bruges om en ustyrlig, meget livlig og evt. ødelæggende aktivitet eller gruppe af personer",DISCREPANCY,2,"B,D",0,1,0,1
smøge ærmerne op,0,2,concrete misinterpretation,lave flere folder på sine (eller andres) ærmer således at håndled og underarme er nøgne,ufortrødent og energisk gå i gang med en (svær) opgave,DISCREPANCY,2,"A,C",1,0,1,0
gå hen over hovedet på nogen,0,1,abstract misinterpretation,påvirke en person i en åndelig eller spirituel retning,ikke blive forstået af nogen,DISCREPANCY,0,,0,0,0,0
nogens hjerte springer et slag over,2,3,abstract misinterpretation,nogen får en fysisk reaktion på voldsomme følelser,"nogen bliver overrumplet af en stærk følelse, fx angst, glæde eller spænding",DISCREPANCY,2,"C,D",0,0,1,1
tage arven op efter nogen,0,1,abstract misinterpretation,beskæftige sig med slægtsforskning,stå ved sine forpligtelser i forhold til fortid eller oprindelse,DISCREPANCY,0,,0,0,0,0
det store dyr i åbenbaringen,0,2,abstract misinterpretation,bruges for at udtrykke når nogen eller noget er af markant bedre kvalitet end andet,"noget som er nyt og anderledes, og som på kort tid har fået stor positiv eller negativ indflydelse inden for et bestemt (fagligt) område",DISCREPANCY,0,,0,0,0,0
det melder historien ikke noget om,0,1,concrete misinterpretation,det er ikke en del af historien,"noget bestemt hører ikke til beretningen eller sagen, fx fordi det er uvedkommende, hemmeligt eller omstridt",DISCREPANCY,2,"A,B",1,1,0,0
slag i bolledejen,3,2,abstract misinterpretation,stort postyr og aktivitet udløst af en bagatel,"energisk, utraditionel og undertiden provokerende fremgangsmåde, handling eller lignende",DISCREPANCY,1,D,0,0,0,1
toppen af isbjerget,1,3,abstract misinterpretation,en synlig del af noget der ellers ikke kan ses,"en lille del af noget meget større, ofte noget ubehageligt",DISCREPANCY,3,"B,C,D",0,1,1,1
"den der graver en grav for andre, falder selv i den",0,2,concrete misinterpretation,før eller siden falder man ned i den grav man har gravet for en anden,"den person der lægger planer om at narre eller skade en anden, risikerer selv at blive offer for disse planer",DISCREPANCY,2,"A,C",1,0,1,0
lykken står den kække bi,1,2,concrete misinterpretation,en modig person bliver ofte lykkelig,"dristige, frejdige mennesker er ofte også heldige",DISCREPANCY,2,"B,C",0,1,1,0
slå ind på en anden vej,0,3,concrete misinterpretation,følge en anden vej end tidligere,"ændre sin tilgang eller måde at agere på i forhold til et bestemt mål, typisk som reaktion på uventede omstændigheder eller for at opnå bedre resultater",DISCREPANCY,2,"A,D",1,0,0,1
støbe kuglerne,0,3,abstract misinterpretation,udtænke måder at skade andre på,"være den der udtænker, planlægger og styrer udførelsen af en idé",DISCREPANCY,2,"A,C",1,0,1,0
der er løbet meget vand i stranden siden ..,0,3,concrete misinterpretation,meget vand er løbet forbi en strand i en specifik tidsperiode,der er sket meget siden ..; der er gået lang tid siden ..,DISCREPANCY,0,,0,0,0,0
vende og dreje hver femøre,0,3,abstract misinterpretation,være meget nærig; overveje sit pengeforbrug meget nøje,være meget sparsommelig,DISCREPANCY,3,"A,C,D",1,0,1,1
proppe noget ned i halsen på nogen,0,1,abstract misinterpretation,overtale nogen til at gøre noget de ikke har lyst til,påtvinge nogen noget,DISCREPANCY,3,"A,B,D",1,1,0,1
til den store guldmedalje,0,3,abstract misinterpretation,i rigelige mængder; i overmål,"energisk, dygtigt eller med held",DISCREPANCY,2,"A,D",1,0,0,1
