talemaade_udtryk,predicted_label,true_label,error_category,predicted_definition,true_definition,Discrepancy,yes_count,yes_options,A_response,B_response,C_response,D_response
lægge billet ind på noget,0,2,random definition,rette egne fejl og mangler før man blander sig i andres,vise aktiv interesse for (at opnå) noget,DISCREPANCY,3,"A,C,D",1,0,1,1
"har man sagt A, må man også sige B",1,3,abstract misinterpretation,man kan ikke nøjes med at invitere den ene part i et forhold,"er man først begyndt på noget, bør man også fuldføre det",DISCREPANCY,2,"B,D",0,1,0,1
"skønne, spildte kræfter",0,2,abstract misinterpretation,oversete eller spildte chancer og muligheder,"kræfter der energisk og måske selvopofrende er sat ind på en opgave, men senere viser sig at være anvendt forgæves",DISCREPANCY,3,"A,C,D",1,0,1,1
ligge med næsen i vejret,0,3,concrete misinterpretation,ligge på ryggen,være død og begravet,DISCREPANCY,4,"A,B,C,D",1,1,1,1
have knive i ærmerne,0,2,concrete misinterpretation,"være udstyret med skjulte stikvåben -- om en jakke, skjorte eller lignende",vente på en lejlighed til at foretage et (uventet) angreb,DISCREPANCY,3,"A,C,D",1,0,1,1
give bolden op,0,1,abstract misinterpretation,fralægge sig ansvar,"sætte bolden i spil, ved spillets begyndelse eller efter en scoring",DISCREPANCY,4,"A,B,C,D",1,1,1,1
bide nogen i haserne,1,3,random definition,se bort fra tidligere uheldige hændelser eller gerninger; begynde på en frisk,komme lige efter nogen; være meget tæt på nogen; presse nogen,DISCREPANCY,2,"B,D",0,1,0,1
dagens mand i skysovs,0,1,abstract misinterpretation,smørrebrødsservering med bl.a. flæskesteg og sky,person som (for en dag) hyldes som en helt pga. en særlig bedrift,DISCREPANCY,4,"A,B,C,D",1,1,1,1
rene ord for pengene,1,3,abstract misinterpretation,det bedste af sin art,udtalelse der ikke kan misforstås,DISCREPANCY,2,"B,D",0,1,0,1
is i maven,0,3,concrete misinterpretation,isterninger i mavesækken,"ro, tålmodighed og nøgternt overblik i en presset situation, fx når der skal træffes en beslutning",DISCREPANCY,3,"A,C,D",1,0,1,1
"hvad man ikke ved, har man ikke ondt af",0,2,concrete misinterpretation,man kan ikke være ked af noget man ikke kender til,det er ofte bedre at leve i uvidenhed end at kende den ubehagelige sandhed,DISCREPANCY,2,"A,C",1,0,1,0
ikke lade solen gå ned over sin vrede,0,3,concrete misinterpretation,ikke gå vred i seng,glemme eller tilgive noget man er blevet vred over,DISCREPANCY,3,"A,B,D",1,1,0,1
skyde sig selv i foden,0,2,concrete misinterpretation,skyde sig i foden for at gøre sig selv ukampdygtig -- historisk,ved en bevidst handling komme til at skade sig selv,DISCREPANCY,2,"A,C",1,0,1,0
våd som en druknet mus,0,3,concrete misinterpretation,lige så våd som en mus der er druknet,meget våd; gennemblødt,DISCREPANCY,3,"A,C,D",1,0,1,1
have kniven på struben,0,2,random definition,"love rigdom, materielle eller andre goder, dog uden at der nødvendigvis er dækning for løfterne","være presset til at gøre noget, fx under trusler eller med udsigt til et ubehageligt alternativ",DISCREPANCY,4,"A,B,C,D",1,1,1,1
født med en guldske i munden,2,3,abstract misinterpretation,være (unødvendigt) forkælet og arrogant over for andre,født i en velhavende familie,DISCREPANCY,2,"C,D",0,0,1,1
det må briste eller bære,0,3,random definition,"de (få) ting man ejer eller har opnået, har større værdi end de (mange) ting som man tror man kan få",det må prøves uanset hvordan resultatet bliver,DISCREPANCY,3,"A,C,D",1,0,1,1
stå med håret ned ad nakken,0,3,concrete misinterpretation,stå med sit lange hår hængende løst,stå modløs og skuffet tilbage; være blevet svigtet eller narret,DISCREPANCY,4,"A,B,C,D",1,1,1,1
uden for lands lov og ret,2,1,abstract misinterpretation,uden de regler der ellers ville gælde,i et øde område fjernt fra større byer,DISCREPANCY,1,C,0,0,1,0
den ene tjeneste er den anden værd,0,2,random definition,"personer der handler ubetænksomt og voldsomt, kommer let til skade","hvis man gør andre en tjeneste, kan man forvente at de gør gengæld en anden gang",DISCREPANCY,3,"A,B,C",1,1,1,0
lige så godt springe som krybe i det,0,1,concrete misinterpretation,det er lige meget om man springer ned i et hul eller kravler ned i det,hellere begynde på noget ubehageligt eller vanskeligt straks og få det overstået end udskyde det,DISCREPANCY,4,"A,B,C,D",1,1,1,1
ikke fugls føde,0,3,abstract misinterpretation,"vanskelig eller uigennemskuelig opgave, aktivitet ellerlign.",ingenting; intet som helst,DISCREPANCY,3,"A,B,D",1,1,0,1
have penge på kistebunden,0,2,concrete misinterpretation,have kontanter gemt nederst i en kiste (skjult under kistens øvrige indhold),have en (stor) opsparet sum penge,DISCREPANCY,3,"A,C,D",1,0,1,1
trykke på pauseknappen,1,3,abstract misinterpretation,være midlertidigt væk fra hinanden,midlertidigt sætte en udvikling i bero,DISCREPANCY,2,"B,D",0,1,0,1
grave grøfter,0,1,concrete misinterpretation,grave lange render langs med veje,skabe splid og uenighed mellem to parter,DISCREPANCY,4,"A,B,C,D",1,1,1,1
ramme hovedet på sømmet,0,3,concrete misinterpretation,ramme sømmet helt rigtigt (med en hammer eller lignende),udtrykke præcist; udtrykke det væsentlige,DISCREPANCY,2,"A,D",1,0,0,1
træde af på naturens vegne,1,2,concrete misinterpretation,holde sig fra at gå på nysået græs,trække sig tilbage for at forrette sin nødtørft,DISCREPANCY,3,"B,C,D",0,1,1,1
"ude af øje, ude af sind",2,3,concrete misinterpretation,hverken til at se eller vide,"det som ikke er synligt eller nærværende, bliver hurtigt glemt",DISCREPANCY,2,"C,D",0,0,1,1
der bliver ingen bukser ud af det skind,2,3,concrete misinterpretation,det her skind er uegnet til fremstilling af bukser,"den idé, den plan, det forslag eller lignende bliver ikke til noget",DISCREPANCY,2,"C,D",0,0,1,1
sætte skibe i søen,0,1,random definition,"finde og gøre opmærksom på et punkt hvor der er et problem, eller hvor noget eller nogen kan kritiseres","være eller gå i gang med flere ting, fx projekter",DISCREPANCY,2,"A,B",1,1,0,0
få lange arme,2,3,abstract misinterpretation,udvide sit netværk eller sine muligheder for at tjene penge,blive træt i armene af at bære på noget tungt,DISCREPANCY,1,C,0,0,1,0
det stille vand har den dybe grund,0,2,abstract misinterpretation,en pause kan have et rigt indhold,"et menneske der ikke siger så meget eller ikke gør sig særlig bemærket, kan følelsesmæssigt eller intellektuelt være rigt udviklet",DISCREPANCY,2,"A,C",1,0,1,0
man skal høre meget før ørerne falder af,1,2,concrete misinterpretation,ørerne kan holde til meget støj; ørerne går ikke i stykker af at lytte (intenst),"bruges for at udtrykke forbavselse over at nogen kan sige eller fortælle om noget så mærkeligt, vanvittigt, sladderagtigt eller lignende",DISCREPANCY,3,"B,C,D",0,1,1,1
lytte på vandrørene,0,2,concrete misinterpretation,undersøge skadede vandrør ved at lytte til vandet der løber igennem,"lytte til rygter, sladder og uformel snak og på denne baggrund antage noget bestemt",DISCREPANCY,3,"A,C,D",1,0,1,1
tomme tønder buldrer mest,0,1,concrete misinterpretation,tomme tønder larmer mere end fulde tønder,"det er ofte de personer som ved mindst eller har mindst betydning, der råber mest op eller gør sig mest gældende",DISCREPANCY,2,"A,B",1,1,0,0
med skindet på næsen,1,3,abstract misinterpretation,lige netop klare sig igennem en umiddelbart umulig situation,"uden at komme galt af sted, tabe anseelse, miste sin position eller lignende; uden at miste alle sine penge eller gå fallit",DISCREPANCY,2,"B,D",0,1,0,1
gå op i en spids,0,2,abstract misinterpretation,"gå meget op i detaljer; lægge stor vægt på detaljer og nuancer, fx i forbindelse med løsningen af et problem",udvikle sig i en retning hvor ingen løsning er mulig,DISCREPANCY,4,"A,B,C,D",1,1,1,1
slå til plukfisk,0,2,random definition,"slække på sine ønsker, krav eller principper","tæske, gennembanke; ødelægge, nedbryde",DISCREPANCY,3,"A,B,C",1,1,1,0
varme nogens ører,0,3,abstract misinterpretation,bevirke at en person føler sig pinligt berørt,slå nogen (på siden af hovedet),DISCREPANCY,2,"A,C",1,0,1,0
få kærligheden at føle,1,3,concrete misinterpretation,"opleve kærlighed fra en forælder, en partner eller lignende",blive ramt af ubehagelige (selvforskyldte) konsekvenser; opleve livets barske realiteter,DISCREPANCY,3,"B,C,D",0,1,1,1
"hvor der handles, der spildes",0,3,concrete misinterpretation,der spildes det samme sted hvor handlinger finder sted,der er altid omkostninger eller tab forbundet med at foretage sig noget,DISCREPANCY,4,"A,B,C,D",1,1,1,1
ben i næsen,1,0,random definition,mindske ambitionerne eller kravene; sænke standarden,"(være) dygtig, viljestærk og god til at klare sig",DISCREPANCY,1,B,0,1,0,0
asfaltere mens man kører,0,2,abstract misinterpretation,handle i sidste øjeblik,tilpasse sig og tage nye beslutninger i en proces hvor vilkårene løbende ændrer sig,DISCREPANCY,2,"A,C",1,0,1,0
være karl for sin hat,0,3,abstract misinterpretation,optræde selvsikker og kompetent selvom man ikke er det,være selvsikker og kompetent,DISCREPANCY,3,"A,C,D",1,0,1,1
som en brækket arm,0,1,abstract misinterpretation,som gør en ked af det; sårende,elendigt; talentløst,DISCREPANCY,3,"A,B,C",1,1,1,0
koste spidsen af en jetjager,2,3,random definition,"værdsætte, beundre eller have store forventninger til",være urimelig dyr,DISCREPANCY,2,"C,D",0,0,1,1
være på den grønne gren,0,2,abstract misinterpretation,"være i begyndelsen af et projekt, et forløb ellerlign.","være i en gunstig, privilegeret situation, fx pga. held, flid eller dygtighed",DISCREPANCY,3,"A,B,C",1,1,1,0
med omvendt fortegn,1,3,concrete misinterpretation,"med det modsatte fortegn, fx i matematisk opgave",karakteriseret ved at være diametralt modsat af noget på forhånd kendt eller netop omtalt,DISCREPANCY,3,"B,C,D",0,1,1,1
lokke nogen ud af busken,0,1,abstract misinterpretation,charmere sig ind på nogen,få nogen til at gøre eller sige noget som vedkommende har været tilbageholdende med,DISCREPANCY,2,"A,B",1,1,0,0
holde kortene tæt til kroppen,0,3,concrete misinterpretation,holde spillekort på en måde så de er tæt på kroppen,være tilbageholdende med at give oplysninger i en (kontroversiel) sag,DISCREPANCY,3,"A,C,D",1,0,1,1
have gode kort på hånden,0,2,concrete misinterpretation,have en sammensætning af spillekort i hånden der giver gunstige chancer for at vinde et igangværende kortspil,have gode chancer; være i en fordelagtig situation,DISCREPANCY,2,"A,C",1,0,1,0
finde melodien,0,2,concrete misinterpretation,finde på en melodi til en sangtekst,"(atter) finde sammen i indbyrdes harmoni; (gen)finde indre glæde, ro, selvtillid eller lignende",DISCREPANCY,3,"A,B,C",1,1,1,0
have nogen el. noget i kikkerten,0,1,random definition,"det der ikke kan klare sig eller lade sig gøre, må opgives, kasseres osv.","have udset sig nogen eller noget til et bestemt formål, en bestemt opgave eller lignende",DISCREPANCY,3,"A,B,D",1,1,0,1
gennemgå med en tættekam,0,3,concrete misinterpretation,rede hår med en tættekam,gennemgå meget omhyggeligt,DISCREPANCY,4,"A,B,C,D",1,1,1,1
en sund sjæl i et sundt legeme,0,2,concrete misinterpretation,en person er både mentalt og fysisk i god form,"åndelig og legemlig sundhed hænger sammen, og begge dele skal plejes",DISCREPANCY,3,"A,B,C",1,1,1,0
bo i en kuffert,1,3,abstract misinterpretation,bo på minimal plads og med minimalt forbrug af ressourcer,"rejse eller flytte meget tit, fx fordi éns arbejde kræver det; ikke have et fast sted at bo",DISCREPANCY,2,"B,D",0,1,0,1
trække tænderne ud,0,1,random definition,ødelægge noget værdifuldt idet man forkaster eller ændrer noget andet,svække alvorligt; gøre uskadelig,DISCREPANCY,4,"A,B,C,D",1,1,1,1
slag på tasken,1,3,random definition,den ydre fremtoning af skønhed og storhed forsvinder,"omtrentlig beregning af nogets størrelse, omfang eller antal",DISCREPANCY,3,"B,C,D",0,1,1,1
logik for burhøns,1,3,random definition,selvforstærkende uheldig situation som man ikke umiddelbart kan komme ud af,noget der er yderst let at forstå,DISCREPANCY,1,B,0,1,0,0
det er ikke studenterhuen der trykker,0,2,random definition,ikke have den mindste chance for noget,"bruges for at udtrykke den vurdering at den pågældende person ikke er særlig begavet, klog eller godt uddannet",DISCREPANCY,0,,0,0,0,0
komme ind fra gaden,0,2,abstract misinterpretation,udføre til et uanmeldt kontrolbesøg,pludselig dukke op og gøre sig gældende i en bestemt sammenhæng uden forudgående erfaring,DISCREPANCY,3,"A,C,D",1,0,1,1
"når det regner på præsten, drypper det på degnen",0,2,abstract misinterpretation,ubehagelige situationer berører oftest flere mennesker på én gang,"en persons rigdom eller succes kommer også andre, mindre betydelige personer til gode",DISCREPANCY,4,"A,B,C,D",1,1,1,1
"goddag mand, økseskaft",0,3,random definition,"skrive (skøn)litterære tekster, men uden at have til hensigt at få dem udgivet","bruges for at udtrykke at det nogen svarer, ikke har noget med spørgsmålet at gøre og således ikke giver nogen mening",DISCREPANCY,3,"A,B,D",1,1,0,1
gå i nogens fodspor,0,2,abstract misinterpretation,"efterligne nogen, fx i forhold til udtalelse og påklædning",følge nogens eksempel; føre en tradition videre efter nogen,DISCREPANCY,3,"A,C,D",1,0,1,1
komme ind med firetoget,1,3,random definition,så hurtigt eller kraftfuldt som muligt,"komme udefra, fx fra Provinsen til København, som ung og uerfaren og derfor lidt naiv",DISCREPANCY,2,"B,D",0,1,0,1
ikke kunne se skoven for bare træer,0,2,concrete misinterpretation,ikke være i stand til at vurdere om en samling træer udgør en skov,være så optaget af enkeltdele og detaljer at man ikke kan se helheden,DISCREPANCY,2,"A,C",1,0,1,0
"når skidt kommer til ære, ved det ikke hvordan det skal være",0,2,random definition,være suveræn til noget; brillere,"bruges hånligt og nedladende om en person der pludseligt eller nyligt har opnået høj social status, men som ikke formår at opføre sig på passende standsmæssig vis",DISCREPANCY,4,"A,B,C,D",1,1,1,1
være sulten som en ulv,1,3,concrete misinterpretation,være lige så sulten som en ulv,være meget sulten,DISCREPANCY,2,"B,D",0,1,0,1
toppen af kransekagen,0,3,random definition,man kan blive udødeliggjort gennem kunsten,det bedste eller de dygtigste inden for et bestemt område,DISCREPANCY,3,"A,C,D",1,0,1,1
det glatte lag,1,3,random definition,høre et rygte om noget,sønderlemmende kritik; voldsomt verbalt angreb,DISCREPANCY,2,"B,D",0,1,0,1
gå i spagat over noget,0,2,abstract misinterpretation,være præget af en overdrevet trang til at udføre opgaver til perfektion,blive stærkt følelsesmæssigt påvirket af noget,DISCREPANCY,0,,0,0,0,0
skæg for sig og snot for sig,0,1,random definition,få nogen til at gøre eller sige noget som vedkommende har været tilbageholdende med,"man bør holde ting der ikke hører sammen, adskilt",DISCREPANCY,4,"A,B,C,D",1,1,1,1
penge lugter ikke,2,3,abstract misinterpretation,penge er blottet for menneskelige kvaliteter,"penge har deres værdi uanset hvorfra de stammer, eller hvordan de er tjent",DISCREPANCY,2,"C,D",0,0,1,1
slå knuder på sig selv,0,1,random definition,man bør ikke overdrive eller gå til yderligheder,gøre sig store anstrengelser (for at opnå noget bestemt),DISCREPANCY,3,"A,B,C",1,1,1,0
den hellige grav er vel forvaret,0,1,abstract misinterpretation,"mennesker der bor i ikkereligiøse samfund, kan godt være troende","alt er som det skal være, trods trusler og farer",DISCREPANCY,4,"A,B,C,D",1,1,1,1
heldet følger de tossede,2,3,abstract misinterpretation,"held afhænger af tilfældigheder, ikke arbejdsomhed, status, forbindelser eller lignende","handlekraftige, (dum)dristige mennesker er ofte også heldige",DISCREPANCY,2,"C,D",0,0,1,1
satse alt på ét kort,0,2,concrete misinterpretation,satse alle sine penge på ét kort,satse alt på én gang,DISCREPANCY,0,,0,0,0,0
parkere bussen,0,1,random definition,time betragtet som et langt (og krævende eller ubehageligt) tidsrum,spille defensivt med mange markspillere i egen forsvarszone for at forhindre modstanderholdet i at score,DISCREPANCY,4,"A,B,C,D",1,1,1,1
feje af bordet,0,2,abstract misinterpretation,tage alle stik hjem i kortspil,forkaste; afvise,DISCREPANCY,2,"A,C",1,0,1,0
"når nøden er størst, er hjælpen nærmest",0,1,concrete misinterpretation,når man har voldsomt brug for hjælp er den tæt på at ankomme,"når alting ser værst ud, er det lige før det begynder at blive bedre",DISCREPANCY,2,"A,B",1,1,0,0
vise nogen vintervejen,0,2,random definition,bruge alt for stærke midler i forhold til situationen; overdrive; overreagere,afvise nogen; vende nogen ryggen,DISCREPANCY,2,"A,C",1,0,1,0
gå i ét med tapetet,2,3,abstract misinterpretation,være det samme som; stemme overens,være selvudslettende; undlade at gøre opmærksom på sig selv,DISCREPANCY,2,"C,D",0,0,1,1
levende lig,0,3,random definition,være føjelig og give nogen ret selvom man ikke nødvendigvis er enig,person der har det meget dårligt fysisk og psykisk,DISCREPANCY,2,"A,D",1,0,0,1
bestemme hvor skabet skal stå,0,2,abstract misinterpretation,gå meget op i noget som andre synes er ligegyldigt,være den der bestemmer og har det sidste ord,DISCREPANCY,3,"A,C,D",1,0,1,1
have rundsave på albuerne,0,1,random definition,"gøre noget der hjælper på kort sigt, men forværrer tingene på langt sigt",skubbe andre til side for at gavne sin egen karriere,DISCREPANCY,3,"A,B,D",1,1,0,1
ikke nå nogen til sokkeholderne,0,3,random definition,nu er der opstået et problem som er svært at løse,have meget ringe evner i forhold til en anden,DISCREPANCY,4,"A,B,C,D",1,1,1,1
med mand og mus,0,3,random definition,protestere (hvis det havde været muligt) mod forhold i nutiden som strider mod den pågældendes vilje eller holdninger,bruges for at udtrykke at ingen overlever et skibsforlis,DISCREPANCY,3,"A,B,D",1,1,0,1
slå hjernen fra,0,2,concrete misinterpretation,forårsage at hjerneaktiviteten definitivt ophører ved at afbryde livsnødvendig behandling,"ikke tænke dybere over noget; ikke bruge sin fornuft, men handle instinktivt",DISCREPANCY,4,"A,B,C,D",1,1,1,1
have en kage i ovnen,0,1,concrete misinterpretation,være ved at bage en kage,være gravid; vente barn,DISCREPANCY,2,"A,B",1,1,0,0
et vink med en vognstang,0,1,random definition,blive udsat for eller udsætte nogen for problemer eller besværligheder,"et indirekte, men tydeligt tegn til nogen om at forholde sig på en bestemt måde eller om hvordan noget forholder sig; et tydeligt praj",DISCREPANCY,3,"A,B,C",1,1,1,0
gå til makronerne,0,1,abstract misinterpretation,"spise søde sager, fx chokolade eller kager",gå energisk i gang med noget og arbejde ihærdigt med det,DISCREPANCY,3,"A,B,D",1,1,0,1
lyve så stærkt som en hest kan rende,0,3,abstract misinterpretation,lyve i en større sags tjeneste,lyve groft; fortælle mange løgne,DISCREPANCY,2,"A,D",1,0,0,1
ikke være tabt bag en vogn,0,2,random definition,"fortsætte med at bruge penge på et foretagende som er usikkert, eller som hidtil er mislykkedes",ikke være rådvild; være klog,DISCREPANCY,3,"A,B,C",1,1,1,0
æren er det fejreste træ i skoven,0,3,abstract misinterpretation,higen efter anerkendelse får folk til at handle uovervejet,hæder og anerkendelse er vigtigst og går forud for andet,DISCREPANCY,3,"A,B,D",1,1,0,1
med åben mund og polypper,0,2,concrete misinterpretation,med ansigtet sådan at munden er åben og polypper i næsen kan skimtes,med et meget forbavset udtryk i ansigtet,DISCREPANCY,3,"A,C,D",1,0,1,1
glansen går af Sankt Gertrud,0,3,abstract misinterpretation,"en person der tidligere har festet meget, får en roligere livsstil",den ydre fremtoning af skønhed og storhed forsvinder,DISCREPANCY,3,"A,B,D",1,1,0,1
lægge hænderne på kogepladen,0,1,abstract misinterpretation,tage en beslutning man godt ved er ufordelagtig,"tage et forpligtende, personligt ansvar der indebærer at man selv rammes af konsekvenserne af sine beslutninger",DISCREPANCY,3,"A,B,D",1,1,0,1
så er det bal forbi,0,3,concrete misinterpretation,"En større, festlig arrangement med dans er afsluttet",så er det slut (med at more sig),DISCREPANCY,2,"A,D",1,0,0,1
dreje 180 grader,2,3,concrete misinterpretation,dreje en halv omgang,ændre til det modsatte eller til noget helt andet,DISCREPANCY,2,"C,D",0,0,1,1
ikke have noget liv,0,2,concrete misinterpretation,være død; ikke længere være i live,aldrig mødes med andre mennesker i selskabeligt lag; være socialt udstødt,DISCREPANCY,0,,0,0,0,0
skrive noget på nogens konto,0,2,concrete misinterpretation,notere en udgift til senere betaling,give nogen skylden eller lade nogen tage ansvaret for noget,DISCREPANCY,3,"A,B,C",1,1,1,0
ryge fredspibe,0,2,abstract misinterpretation,ryge hash i selskab med andre,(forhandle med henblik på at) slutte fred eller indgå forlig,DISCREPANCY,3,"A,C,D",1,0,1,1
stiv time,0,1,concrete misinterpretation,præcis 60 minutter,time betragtet som et langt (og krævende eller ubehageligt) tidsrum,DISCREPANCY,4,"A,B,C,D",1,1,1,1
lade fem og syv være lige,1,3,abstract misinterpretation,drømme stort uden hensyn til hvad der rent praktisk kan lade sig gøre,udvise ligegyldighed eller skødesløshed,DISCREPANCY,3,"B,C,D",0,1,1,1
dummere end politiet tillader,0,1,concrete misinterpretation,ikke i stand til at opfylde de formelle krav til optagelse på en politiuddannelse,alt for dum,DISCREPANCY,4,"A,B,C,D",1,1,1,1
sætte en ny plade på grammofonen,0,2,abstract misinterpretation,(forsøge at) ændre sine vaner til det bedre,sige eller skrive noget andet end det man har sagt eller skrevet mange gange før,DISCREPANCY,4,"A,B,C,D",1,1,1,1
tage noget på sin kappe,0,1,random definition,"mange mindre forekomster, bidrag eller lignende som hver for sig ikke udgør noget særligt, kan tilsammen udgøre noget stort eller på anden måde betydningsfuldt",tage ansvaret eller skylden for noget,DISCREPANCY,3,"A,B,C",1,1,1,0
leve på en sten,2,3,abstract misinterpretation,ikke følge med i nyhederne; ikke interessere sig for omverdenen,leve meget nøjsomt,DISCREPANCY,2,"C,D",0,0,1,1
"livet er kort, kunsten er lang",0,2,abstract misinterpretation,man forstår aldrig kunsten til fulde,man kan blive udødeliggjort gennem kunsten,DISCREPANCY,2,"A,D",1,0,0,1
drive nogen i armene på nogen,1,3,abstract misinterpretation,arrangere et romantisk møde mellem to mennesker,fremtvinge en (uheldig) alliance mellem to parter,DISCREPANCY,3,"B,C,D",0,1,1,1
hyppe sine egne kartofler,2,3,abstract misinterpretation,dyrke grøntsager i sin have til eget brug; være selvforsynende,pleje sine egne interesser,DISCREPANCY,2,"C,D",0,0,1,1
smede mens jernet er varmt,0,3,concrete misinterpretation,bearbejde jern mens det er varmt nok,udføre en handling når muligheden for et vellykket resultat er til stede,DISCREPANCY,2,"A,D",1,0,0,1
hurtig i vendingen,0,1,abstract misinterpretation,skarp; intelligent,hurtig til at handle eller reagere i en situation,DISCREPANCY,3,"A,B,C",1,1,1,0
tjene ind på gyngerne hvad man har mistet på karrusellen,0,1,random definition,"det er forkert, umuligt eller uacceptabelt; sådan hænger tingene ikke sammen",tjene lige så meget på én investering som man mister på en anden,DISCREPANCY,3,"A,B,C",1,1,1,0
historiens vingesus,0,1,concrete misinterpretation,hvislende eller susende lyd som historien laver,"bruges for at udtrykke en stærk oplevelse af historiens nærvær og betydning ved en bestemt lejlighed, fx ved overværelse af en historisk begivenhed mens den finder sted, eller ved tilstedeværelse dér hvor en sådan begivenhed engang fandt sted",DISCREPANCY,4,"A,B,C,D",1,1,1,1
ligne udskidt æblegrød,1,2,abstract misinterpretation,ikke gøre sig umage med sit udseende,se meget træt og sløj ud,DISCREPANCY,3,"B,C,D",0,1,1,1
ikke lutter lagkage,0,3,abstract misinterpretation,sunde snacks (og ikke kun slik og søde sager),ikke kun let og behageligt og uden fortrædeligheder; ikke den rene idyl,DISCREPANCY,3,"A,B,D",1,1,0,1
mange bække små gør en stor å,0,1,concrete misinterpretation,der dannes en stor å når mange små vandløb løber sammen,"mange mindre forekomster, bidrag eller lignende som hver for sig ikke udgør noget særligt, kan tilsammen udgøre noget stort eller på anden måde betydningsfuldt",DISCREPANCY,2,"A,B",1,1,0,0
gå op i sømmene,1,0,abstract misinterpretation,gå unødigt meget op i (ubetydelige) detaljer,bryde psykisk sammen; gå amok,DISCREPANCY,2,"B,D",0,1,0,1
falde nogen for brystet,1,2,concrete misinterpretation,falde nogen om armene; kollapse lige foran nogen,virke oprørende eller stødende på nogen; vække nogens modvilje eller betænkelighed,DISCREPANCY,2,"B,C",0,1,1,0
mele sin egen kage,0,2,abstract misinterpretation,(være i stand til at) planlægge og udføre en svær opgave uden betydelig hjælp fra andre,pleje sine egne interesser uden at tage hensyn til andre; kun tænke på sig selv,DISCREPANCY,3,"A,C,D",1,0,1,1
spænde ben,0,2,abstract misinterpretation,gå til yderligheder for at hjælpe,lægge hindringer i vejen for noget; gøre noget vanskeligt eller umuligt for nogen,DISCREPANCY,4,"A,B,C,D",1,1,1,1
slå hånden af nogen,0,1,random definition,presse nogen til at afsløre noget som vedkommende forsøger at skjule,svigte nogen ved fx at afbryde kontakten med vedkommende,DISCREPANCY,2,"A,B",1,1,0,0
hellere ville brække en arm på langs end ..,0,3,abstract misinterpretation,bruges for at udtrykke modvilje og ubehag over nogens handlinger,bruges som udtryk for at nogen stiller sig totalt afvisende,DISCREPANCY,3,"A,B,D",1,1,0,1
køre sit eget løb,0,3,abstract misinterpretation,køre hurtigere end en lovbestemt hastighedsgrænse tillader,være ligeglad med andre på en uansvarlig måde; ikke bidrage til fællesskabet,DISCREPANCY,0,,0,0,0,0
ligeved og næsten slår ingen mand af hesten,0,1,concrete misinterpretation,man bliver ikke slået af hesten hvis man er kun tæt på at ramme en forhindring,"hvis man har ramt forbi eller lidt nederlag, er det ligegyldigt hvor meget eller lidt man har fejlet",DISCREPANCY,3,"A,B,C",1,1,1,0
have flossede kanter,0,2,concrete misinterpretation,være flosset langs kanten -- fx om bog,have visse fejl og mangler som ikke tidligere var der,DISCREPANCY,1,A,1,0,0,0
komme ud af fjerene,0,2,random definition,hellere begynde på noget ubehageligt eller vanskeligt straks og få det overstået end udskyde det,(med besvær) stå ud af sin seng om morgenen,DISCREPANCY,3,"A,B,C",1,1,1,0
få svesken på disken,0,3,random definition,uden virkning; forgæves,meddele noget åbent og uden omsvøb; få sandheden på bordet,DISCREPANCY,2,"A,D",1,0,0,1
tone rent flag,0,2,random definition,ét eksempel på noget positivt medfører ikke nødvendigvis en generel bedring,åbent og ærligt give udtryk for sine holdninger eller hensigter i stedet for at lægge skjul på dem,DISCREPANCY,2,"A,C",1,0,1,0
smage som at række tungen ud ad vinduet,0,3,concrete misinterpretation,have en kølig og frisk smag; være forfriskende,ikke smage af noget; være kedelig eller uinteressant i smagen,DISCREPANCY,3,"A,C,D",1,0,1,1
sætte kikkerten for det blinde øje,0,2,random definition,foretage sig noget som man godt ved kan blive farligt eller få uheldige konsekvenser,"undlade at bemærke eller reagere på noget, fx som udtryk for forsømmelighed, overbærenhed eller for at undgå noget ubehageligt",DISCREPANCY,3,"A,B,C",1,1,1,0
riste over en sagte ild,0,1,random definition,ihærdigt og vedholdende arbejde på at nå et mål man har sat sig for,udsætte for et langvarigt og ubehageligt pres,DISCREPANCY,4,"A,B,C,D",1,1,1,1
en streg i regningen,1,2,random definition,"tage et forpligtende, personligt ansvar der indebærer at man selv rammes af konsekvenserne af sine beslutninger","en uventet og uønsket hændelse, handling eller lignende",DISCREPANCY,3,"B,C,D",0,1,1,1
surt løg,0,1,concrete misinterpretation,flerårig løgplante med små lilla blomster med syrlig smag der bruges som krydderurt,"person som man synes er sur, fornærmet, kritisk, snerpet eller lignende",DISCREPANCY,4,"A,B,C,D",1,1,1,1
tage noget tungt,0,1,abstract misinterpretation,begynde på en stor og evt. besværlig opgave,ærgre sig over noget eller være ked af noget,DISCREPANCY,3,"A,B,C",1,1,1,0
koste en bondegård,0,1,abstract misinterpretation,være billigere nu end før i tiden; miste værdi,koste mange penge; være dyr,DISCREPANCY,3,"A,B,C",1,1,1,0
løvens gab,0,3,random definition,med tilkendegivelse af al tænkelig ydmyghed; meget indtrængende,meget farligt eller ubehageligt sted,DISCREPANCY,3,"A,B,D",1,1,0,1
nære en slange ved sin barm,1,3,random definition,"bruges for at udtrykke forbavselse over at nogen kan sige eller fortælle om noget så mærkeligt, vanvittigt, sladderagtigt eller lignende",være venlig over for eller lave aftaler med nogen som senere opfører sig fjendtligt over for én,DISCREPANCY,3,"B,C,D",0,1,1,1
