talemaade_udtryk,predicted_label,true_label,error_category,predicted_definition,true_definition,Discrepancy,yes_count,yes_options,A_response,B_response,C_response,D_response
koge suppe på noget,0,1,abstract misinterpretation,lave en (sladder)historie ud af noget småt eller betydningsløst,vedblivende og trættende behandle et velkendt og udtømt emne,DISCREPANCY,2,"A,B",1,1,0,0
ballonen revner,2,3,concrete misinterpretation,der går hul på en ballon,en illusion brister; noget går galt,DISCREPANCY,2,"C,D",0,0,1,1
bagsiden af medaljen,0,1,concrete misinterpretation,den side af en medalje som ikke er forsiden,den negative side af noget positivt,DISCREPANCY,2,"A,B",1,1,0,0
stoppe mens legen er god,0,1,concrete misinterpretation,holde op med at lege mens legen er underholdende for alle involverede,"holde op mens man stadig har succes, inden det går galt",DISCREPANCY,2,"A,B",1,1,0,0
til sidste blodsdråbe,0,1,concrete misinterpretation,til der ikke er mere tilgængeligt blod,indtil der ikke er mere liv,DISCREPANCY,2,"A,B",1,1,0,0
"ikke alt der glimter, er guld",1,3,concrete misinterpretation,"blot fordi noget glimter, er det ikke ensbetydende med at det er fremstillet af guld","blot fordi noget ser ud til at være fint og værdifuldt, er det ikke ensbetydende med at det er det",DISCREPANCY,2,"B,D",0,1,0,1
koge suppe på en pølsepind,0,1,concrete misinterpretation,(forsøge at) lave suppe ud af meget lidt,beskæftige sig med eller behandle et ubetydeligt eller overflødigt emne,DISCREPANCY,2,"A,B",1,1,0,0
have en aktie i,2,3,concrete misinterpretation,eje en andel af en virksomhed,være aktiv deltager i; have indflydelse på,DISCREPANCY,2,"C,D",0,0,1,1
træde op på den store klinge,1,3,concrete misinterpretation,skifte til højeste gear,anstrenge sig; arbejde hårdt,DISCREPANCY,2,"B,D",0,1,0,1
spille fransk klovn,0,1,random definition,"bruges ofte (selv)ironisk for at udtrykke at selv en person uden de store forudsætninger, med lidt held, kan løse en bestemt opgave",opføre sig (ufrivilligt) komisk,DISCREPANCY,3,"A,B,C",1,1,1,0
en ulykke kommer sjældent alene,0,3,concrete misinterpretation,en ulykke sker for det meste samtidig med flere andre ulykker,"når noget går galt, kan man forvente at endnu mere går galt",DISCREPANCY,2,"A,D",1,0,0,1
en køn plante,3,0,concrete misinterpretation,plantevækst der besidder særlige æstetiske egenskaber,en uopdragen eller på anden måde ubehagelig person,DISCREPANCY,1,D,0,0,0,1
til at komme i papirmøllen,1,3,concrete misinterpretation,"klar til at blive makuleret, dvs. ødelagt",ubrugelig; kassabel,DISCREPANCY,2,"B,D",0,1,0,1
I må kalde mig Mads hvis ..,0,2,concrete misinterpretation,i særlige situationer må I kalde mig Mads,bruges som forsikring om at noget er eller vil vise sig at være usandt,DISCREPANCY,4,"A,B,C,D",1,1,1,1
det pulveriserende liv,0,2,abstract misinterpretation,det liv som ødelægger en,"samfundslivet eller erhvervslivet med den hektiske, opslidende aktivitet som det er forbundet med",DISCREPANCY,2,"A,C",1,0,1,0
lugten i bageriet,0,3,abstract misinterpretation,"positiv sideeffekt af en proces, handling eller lignende","reglerne, forholdene og atmosfæren et bestemt sted",DISCREPANCY,3,"A,C,D",1,0,1,1
brændt barn skyr ilden,1,2,concrete misinterpretation,"har et barn først brændt sig, omgås det ild med større forsigtighed","hvis man én gang er kommet galt af sted med noget, undgår man at indlade sig på det igen",DISCREPANCY,2,"B,C",0,1,1,0
"når krybben er tom, bides hestene",0,2,concrete misinterpretation,når der ikke er mere at spise kommer hestene op at slås,"når der er knaphed eller mangel på noget, opstår der konflikter mellem mennesker",DISCREPANCY,2,"A,C",1,0,1,0
tage noget i stiv arm,1,3,abstract misinterpretation,acceptere såvel de ubehagelige som de behagelige sider ved en sag,bære modgang med styrke og sindsro,DISCREPANCY,2,"B,D",0,1,0,1
den sorte klap går ned,1,2,abstract misinterpretation,bruges for at udtrykke at en person pludselig mister besindelsen; voldsomt raseri,bruges for at udtrykke at en person pludselig ikke kan huske noget bestemt,DISCREPANCY,2,"B,C",0,1,1,0
kunne høre græsset gro,0,1,random definition,forholde sig tøvende til en bestemt sag med en blandet følelse af interesse og ubehag,have en meget god hørelse,DISCREPANCY,0,,0,0,0,0
ryste som et espeløv,0,1,concrete misinterpretation,ryste lige så meget som et blad på et espetræ,"ryste meget, fx af skræk, ophidselse, nervøsitet eller kulde",DISCREPANCY,2,"A,B",1,1,0,0
gå uden om noget som katten om den varme grød,0,1,concrete misinterpretation,gå uden om noget på samme måde som en kat der går udenom en skål med varm grød,forholde sig tøvende til en bestemt sag med en blandet følelse af interesse og ubehag,DISCREPANCY,2,"A,B",1,1,0,0
stikke næsen indenfor,0,3,abstract misinterpretation,opholde sig et sted hvor man er i tvivl om hvorvidt man er velkommen,vove sig et sted hen i kort tid; komme på et kort besøg,DISCREPANCY,2,"A,D",1,0,0,1
skræve mere end bukserne kan holde,0,2,abstract misinterpretation,opføre sig vovet eller dumdristigt,prøve på at gøre noget som det viser sig man ikke kan gennemføre,DISCREPANCY,2,"A,C",1,0,1,0
hvor længe var Adam i Paradis,2,3,concrete misinterpretation,tidsangivelse svarende til den periode hvor Adam befandt sig i paradisets have,bruges for at udtrykke at en god og lykkelig tilstand desværre kun var kortvarig,DISCREPANCY,2,"C,D",0,0,1,1
vide hvad vej vinden blæser,1,3,abstract misinterpretation,"kende til den nyeste udvikling inden for et felt, emne ellerlign.","vide i hvilken retning en sag udvikler sig, og indrette sig derefter",DISCREPANCY,2,"B,D",0,1,0,1
lige børn leger bedst,0,3,concrete misinterpretation,"børn der er lige gamle, har stor glæde af hinanden","personer med nogenlunde samme sociale status, interesser eller lignende forliges eller samarbejder bedst",DISCREPANCY,2,"A,D",1,0,0,1
ukrudt forgår ikke så let,0,1,concrete misinterpretation,det er svært at fjerne ukrudt,nogen eller noget er sejlivet og trodser forventninger eller håb om udslettelse,DISCREPANCY,3,"A,B,C",1,1,1,0
sidde med livet i hænderne,2,3,abstract misinterpretation,være i livsfare; befinde sig i en livstruende situation,"være meget nervøs, spændt eller bange",DISCREPANCY,2,"C,D",0,0,1,1
have foden under eget bord,0,2,abstract misinterpretation,have styr på sin økonomi,have sit eget hjem eller sin egen virksomhed,DISCREPANCY,2,"A,C",1,0,1,0
finde sine egne ben,0,3,random definition,gøre noget mere besværligt end man behøver; udføre unødvendigt arbejde,finde ud af hvad man mener om en bestemt sag,DISCREPANCY,0,,0,0,0,0
på éns glatte ansigt,0,3,abstract misinterpretation,baseret på udseende og ydre fremtoning; uden at tage højde for indre liv,med et tillidvækkende ydre som eneste garanti,DISCREPANCY,2,"A,D",1,0,0,1
ikke ride den dag man sadler,0,3,abstract misinterpretation,tænke sig godt om,være længe om at skride til konkret handling; være længe om at træffe en beslutning,DISCREPANCY,3,"A,C,D",1,0,1,1
slikke frimærker,0,1,concrete misinterpretation,slikke på bagsiden af frimærker,"udføre underordnet, ensformigt kontorarbejde",DISCREPANCY,2,"A,B",1,1,0,0
vende vrangen ud,0,1,concrete misinterpretation,vende et stykke tøj om sådan at sømmene vendes udad,"vise en ukendt, ofte ubehagelig eller problematisk, men sand side af noget eller nogen, evt. sig selv",DISCREPANCY,3,"A,B,C",1,1,1,0
tyv tror hvermand stjæler,0,2,concrete misinterpretation,en tyv har en forestilling om at alle mennesker stjæler,bruges om en person som tillægger andre personer sine egne fejl og svagheder,DISCREPANCY,2,"A,C",1,0,1,0
som skidt fra en spædekalv,0,3,concrete misinterpretation,som afføring fra en nyfødt kalv,hurtigt og i en stor mængde,DISCREPANCY,2,"A,D",1,0,0,1
ikke kunne se en hånd for sig,1,2,concrete misinterpretation,ikke være i stand til at se en hånd lige foran kroppen,"ikke kunne se noget pga. mørke, tåge, snevejr eller lignende",DISCREPANCY,2,"B,C",0,1,1,0
for nogens blå øjnes skyld,1,3,abstract misinterpretation,gøre noget for nogen fordi man synes godt om deres udseende,"bruges for at udtrykke at noget der ydes, udelukkende ydes af hensyn til modtageren uden fordel for giveren",DISCREPANCY,2,"B,D",0,1,0,1
lægge alle sine æg i samme kurv,1,3,concrete misinterpretation,placere samtlige æg i én kurv,kun satse på én mulighed og dermed løbe en risiko,DISCREPANCY,2,"B,D",0,1,0,1
fare i blækhuset,1,2,abstract misinterpretation,klappe i; holde op med at tale,reagere vredt eller kritisk på noget ved at skrive et indlæg imod det (især i form af et læserbrev),DISCREPANCY,2,"B,C",0,1,1,0
bukke begge ender sammen på,1,0,concrete misinterpretation,bøje en genstand så enderne mødes,give en omgang tæsk,DISCREPANCY,1,B,0,1,0,0
ride sin kæphest,1,3,abstract misinterpretation,dyrke en hobby; beskæftige sig med noget som man finder særligt interessant,(igen) give udtryk for sin velkendte mening eller tale om et bestemt emne,DISCREPANCY,2,"B,D",0,1,0,1
det går ikke altid som præsten prædiker,1,3,abstract misinterpretation,kristne (eller religiøse) mennesker er ikke fejlfri,tingene udvikler sig ikke altid sådan som man havde regnet med,DISCREPANCY,2,"B,D",0,1,0,1
gnide sig op ad nogen,1,3,concrete misinterpretation,gnide sin krop op ad en andens krop,være påtrængende og indsmigrende,DISCREPANCY,2,"B,D",0,1,0,1
passe som fod i hose,0,3,concrete misinterpretation,passe som en nøgen fod i den rette størrelse sok,passe godt; gå meget nemt,DISCREPANCY,2,"A,D",1,0,0,1
tro som guld,0,2,random definition,"være usikker, uvidende, dårligt forberedt eller lignende",meget trofast,DISCREPANCY,0,,0,0,0,0
rotterne forlader den synkende skude,0,2,abstract misinterpretation,flere personer forlader en situation (fx. et møde eller en fest) pga. opstået uro eller en dårlig stemning,nogen trækker sig ud af et forehavende fordi det er på vej til at mislykkes,DISCREPANCY,2,"A,C",1,0,1,0
så god som dagen er lang,2,3,abstract misinterpretation,meget hjælpsom og omsorgsfuld,ualmindelig sød og rar,DISCREPANCY,2,"C,D",0,0,1,1
én svale gør ingen sommer,1,3,concrete misinterpretation,"at nogen ser en svale, betyder ikke at det er sommer",ét eksempel på noget positivt medfører ikke nødvendigvis en generel bedring,DISCREPANCY,2,"B,D",0,1,0,1
have både til gården og til gaden,2,1,abstract misinterpretation,have nok til alle; have rigelige mængder,have en stor bagdel og en stor barm,DISCREPANCY,1,C,0,0,1,0
for mange kokke fordærver maden,0,2,concrete misinterpretation,maden bliver dårlig hvis der er mange om at lave den,"hvis (for) mange personer deltager i noget, risikerer det at medføre et dårligt resultat",DISCREPANCY,2,"A,C",1,0,1,0
have nogen nede i sækken,0,3,random definition,"blive svag og eftergivende; blive overvældet af en følelse af ømhed, forelskelse eller lignende",være i klar vinderposition i en sportskamp idet man fuldstændig kontrollerer sin modstander,DISCREPANCY,3,"A,B,D",1,1,0,1
gå gennem ild og vand,0,1,abstract misinterpretation,gennemføre noget der i begyndelsen forekom at være umuligt,gøre alt hvad der står i ens magt,DISCREPANCY,2,"A,B",1,1,0,0
hælde ned ad brættet,1,3,concrete misinterpretation,"tippe et bræt så det der ligger på det, falder ned",afvise fuldstændig,DISCREPANCY,2,"B,D",0,1,0,1
man må krybe før man kan gå,0,2,abstract misinterpretation,man skal lægge forsigtigt ud når man ønsker at komme i bedre form,man bør begynde med simple og elementære opgaver før man giver sig i kast med komplicerede,DISCREPANCY,3,"A,C,D",1,0,1,1
ligge på den flade hånd,0,1,concrete misinterpretation,ligge på en flad hånd,være helt oplagt eller umiddelbart tilgængelig,DISCREPANCY,3,"A,B,C",1,1,1,0
en hund i et spil kegler,0,2,concrete misinterpretation,en hund som har forvildet sig ind i et spil kegler,"person, genstand eller lignende der virker fremmed eller malplaceret i en bestemt sammenhæng",DISCREPANCY,2,"A,C",1,0,1,0
ingen kæde er stærkere end det svageste led,1,3,concrete misinterpretation,hvis et led i en kæde er svagt er hele kæden svag,selv det bedste er utilstrækkeligt hvis blot en enkelt detalje er mangelfuld,DISCREPANCY,2,"B,D",0,1,0,1
det muntre køkken,1,3,concrete misinterpretation,et køkken hvor der hersker en glad stemning,"bruges om en ustyrlig, meget livlig og evt. ødelæggende aktivitet eller gruppe af personer",DISCREPANCY,2,"B,D",0,1,0,1
smøge ærmerne op,0,2,concrete misinterpretation,lave flere folder på sine (eller andres) ærmer således at håndled og underarme er nøgne,ufortrødent og energisk gå i gang med en (svær) opgave,DISCREPANCY,2,"A,C",1,0,1,0
nogens hjerte springer et slag over,1,3,concrete misinterpretation,nogens hjerte slår uregelmæssigt og springer slag over der ellers skulle have været der,"nogen bliver overrumplet af en stærk følelse, fx angst, glæde eller spænding",DISCREPANCY,3,"B,C,D",0,1,1,1
det store dyr i åbenbaringen,0,2,abstract misinterpretation,bruges for at udtrykke når nogen eller noget er af markant bedre kvalitet end andet,"noget som er nyt og anderledes, og som på kort tid har fået stor positiv eller negativ indflydelse inden for et bestemt (fagligt) område",DISCREPANCY,0,,0,0,0,0
ofre noget på kærlighedens alter,0,2,abstract misinterpretation,"miste noget, fx kontakten til sine venner, i forbindelse med en (ulykkelig) forelskelse",give afkald på noget værdifuldt til fordel for kærligheden,DISCREPANCY,2,"A,C",1,0,1,0
en pind til nogens el. nogets ligkiste,1,3,abstract misinterpretation,bruges for at erklære sig enig i en negativ holdning til nogen eller noget,"en medvirkende årsag til en (uheldig, ulykkelig eller uønsket) afslutning på et forløb, en karriere eller lignende",DISCREPANCY,2,"B,D",0,1,0,1
kun en tåbe frygter ikke havet,1,2,concrete misinterpretation,dumme mennesker er ikke bange for havet,man skal være meget forsigtig når man har med havet at gøre,DISCREPANCY,2,"B,C",0,1,1,0
det melder historien ikke noget om,0,1,concrete misinterpretation,det er ikke en del af historien,"noget bestemt hører ikke til beretningen eller sagen, fx fordi det er uvedkommende, hemmeligt eller omstridt",DISCREPANCY,2,"A,B",1,1,0,0
vælte læsset,1,2,concrete misinterpretation,vælte et læs,forhindre noget i at lykkes; ødelægge noget,DISCREPANCY,2,"B,C",0,1,1,0
slag i bolledejen,1,2,random definition,"når man ikke vil lytte til andres råd, må man selv bære de ubehagelige konsekvenser","energisk, utraditionel og undertiden provokerende fremgangsmåde, handling eller lignende",DISCREPANCY,3,"B,C,D",0,1,1,1
være en spurv i tranedans,1,3,abstract misinterpretation,være klodset og uelegant i sine handlinger,ikke være så fornem som de andre; deltage i noget man ikke er egnet til,DISCREPANCY,2,"B,D",0,1,0,1
toppen af isbjerget,1,3,abstract misinterpretation,en synlig del af noget der ellers ikke kan ses,"en lille del af noget meget større, ofte noget ubehageligt",DISCREPANCY,3,"B,C,D",0,1,1,1
kunne bide tungen af sig selv,1,2,abstract misinterpretation,kunne tvinge sig selv til at gøre noget ubehageligt,fortryde at have sagt en bestemt bemærkning,DISCREPANCY,2,"B,C",0,1,1,0
skulle have noget ind med skeer,0,1,concrete misinterpretation,skulle mades med ske,skulle have noget forklaret på en langsom og udførlig måde (fordi man er langsomt opfattende),DISCREPANCY,2,"A,B",1,1,0,0
"den der graver en grav for andre, falder selv i den",0,2,concrete misinterpretation,før eller siden falder man ned i den grav man har gravet for en anden,"den person der lægger planer om at narre eller skade en anden, risikerer selv at blive offer for disse planer",DISCREPANCY,3,"A,C,D",1,0,1,1
lykken står den kække bi,1,2,concrete misinterpretation,en modig person bliver ofte lykkelig,"dristige, frejdige mennesker er ofte også heldige",DISCREPANCY,2,"B,C",0,1,1,0
slå ind på en anden vej,0,3,concrete misinterpretation,følge en anden vej end tidligere,"ændre sin tilgang eller måde at agere på i forhold til et bestemt mål, typisk som reaktion på uventede omstændigheder eller for at opnå bedre resultater",DISCREPANCY,3,"A,B,D",1,1,0,1
støbe kuglerne,0,3,abstract misinterpretation,udtænke måder at skade andre på,"være den der udtænker, planlægger og styrer udførelsen af en idé",DISCREPANCY,2,"A,D",1,0,0,1
"når katten er ude, spiller musene på bordet",1,2,abstract misinterpretation,"når der ikke umiddelbart er tegn på fare, kan man godt tillade sig at slappe af","undlader man at holde opsyn, fører det til kåd opførsel og uorden",DISCREPANCY,2,"B,C",0,1,1,0
slå til skaglerne,0,3,concrete misinterpretation,"slå let på nogle reb, fx på en båd",slå sig løs og more sig,DISCREPANCY,0,,0,0,0,0
vende og dreje hver femøre,0,3,abstract misinterpretation,være meget nærig; overveje sit pengeforbrug meget nøje,være meget sparsommelig,DISCREPANCY,3,"A,C,D",1,0,1,1
proppe noget ned i halsen på nogen,0,1,abstract misinterpretation,overtale nogen til at gøre noget de ikke har lyst til,påtvinge nogen noget,DISCREPANCY,2,"A,B",1,1,0,0
til den store guldmedalje,0,3,abstract misinterpretation,i rigelige mængder; i overmål,"energisk, dygtigt eller med held",DISCREPANCY,2,"A,D",1,0,0,1
